,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year,SENTENCE_DAYS,BOND_AMOUNT
2463,ZZHBWJHS,11/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1096,75000
2464,ZZHJBLLR,11/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,1500000
2465,ZZSRBHCH,11/19/2018,HISPANIC,M,OTHERS,2018,1461,1400790
2466,ZZRJZJSZ,11/19/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,36000
2467,ZZHWEBBB,11/19/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,0,95000
2468,ZZHHLJBL,11/17/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,650000
2469,ZZSRRERR,11/19/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,365,100000
2470,ZZSRRJCB,11/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,30,40000
2471,ZZELJJZJ,11/19/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,365,50500
2472,ZZSECCHS,11/20/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018,183,50000
2473,ZZEJWHWJ,11/20/2018,BLACK,M,OTHERS,2018,91,25000
2474,ZZRLJECR,11/20/2018,HISPANIC,M,OTHERS,2018,0,20000
2475,ZZSRLESC,11/20/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,365,100000
2476,ZZSESCZZ,11/15/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,250700
2477,ZZHBRSWZ,11/20/2018,WHITE,F,OTHERS,2018,548,36500
2478,ZZHHEJSB,11/20/2018,HISPANIC,F,CRIMINAL POSSESSION OF A PISTOL       DF,2018,0,200000
2479,ZZHHHEJB,11/20/2018,HISPANIC,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,1278,99100
2480,ZZRLZRJR,11/20/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,55000
2481,ZZSZSHCL,11/20/2018,HISPANIC,M,OTHERS,2018,0,150000
2482,ZZHEJSRB,11/20/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,1826,5500
2483,ZZHLHHEB,11/20/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,215000
2484,ZZREJBBC,11/20/2018,BLACK,M,OTHERS,2018,0,350000
2485,ZZHJHEJS,11/21/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,45100
2486,ZZHESEWZ,11/21/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,426,19500
2487,ZZHJJHBJ,11/21/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018,0,205000
2488,ZZSREWRW,11/21/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,45,25000
2489,ZZECHRHH,11/21/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,20000
2490,ZZSRBHJJ,11/21/2018,WHITE,M,OTHERS,2018,0,200000
2491,ZZRSZHEJ,11/21/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,141100
2492,ZZSREJWZ,11/21/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018,365,50000
2493,ZZSELJBZ,11/21/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,0,242500
2494,ZZSRZEHC,11/21/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,365,100000
2495,ZZRSLRRR,11/21/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,365,44500
2496,ZZSESBWB,11/21/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,609,30000
2497,ZZSRHWBC,11/23/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,731,20000
2498,ZZESWSHR,11/23/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,50000
2499,ZZRCJBEW,11/23/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,365,60000
2500,ZZRHHLRS,11/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,455,25000
2501,ZZHBHWHE,11/23/2018,WHITE,M,OTHERS,2018,0,50500
2502,ZZHWZZZB,11/23/2018,HISPANIC,M,OTHERS,2018,548,100000
2503,ZZSRBSEH,11/23/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018,0,550000
2504,ZZHJZCJE,11/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,25000
2505,ZZSZHSEL,11/26/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,122,11000
2506,ZZHBHHLC,11/26/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018,0,57000
2507,ZZSRWCHW,05/07/2018,BLACK,M,OTHERS,2018,365,31100
2508,ZZSELJWH,11/26/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,0,345000
2509,ZZSEWREH,11/26/2018,BLACK,F,OTHERS,2018,0,30100
2510,ZZRWWHWR,11/26/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018,152,9500
2511,ZZHJESLJ,11/26/2018,HISPANIC,M,OTHERS,2018,1096,250000
2512,ZZHCJZLR,11/26/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,25000
2513,ZZSZJCRJ,11/26/2018,WHITE,M,OTHERS,2018,122,5400
2514,ZZEJERLJ,11/26/2018,HISPANIC,M,OTHERS,2018,731,300000
2515,ZZRBZBHR,11/26/2018,HISPANIC,M,OTHERS,2018,183,40100
2516,ZZHLHLHR,11/26/2018,ASIAN,F,OTHERS,2018,0,150000
2517,ZZSRBSWH,11/26/2018,BLACK,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,274,75000
2518,ZZHJSERH,11/26/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,100000
2519,ZZRJLLJS,11/27/2018,HISPANIC,M,OTHERS,2018,90,25000
2520,ZZEBLBHL,09/14/2018,WHITE,M,OTHERS,2018,0,150000
2521,ZZEZWWHC,11/27/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,365,25000
2522,ZZSREWCZ,11/27/2018,HISPANIC,M,OTHERS,2018,457,90000
2523,ZZESCJCB,11/27/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,25500
2524,ZZHRHZZJ,11/27/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,183,21000
2525,ZZHWWSWR,11/28/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018,365,95000
2526,ZZSZEEBJ,10/30/2018,WHITE,M,OTHERS,2018,30,60000
2527,ZZSZEJJR,11/28/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,125000
2528,ZZSRRJLZ,11/28/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,274,25000
2529,ZZEHCWJE,11/28/2018,BLACK,M,OTHERS,2018,152,27700
2530,ZZHELEJZ,11/28/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018,30,5000
2531,ZZHWZZZW,11/28/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,913,50100
2532,ZZHJHRHB,11/28/2018,WHITE,M,OTHERS,2018,761,275000
2533,ZZSZLEES,11/29/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,20000
2534,ZZSRBSJH,11/29/2018,HISPANIC,M,OTHERS,2018,30,20000
2535,ZZRSJCJJ,11/29/2018,BLACK,M,OTHERS,2018,365,50000
2536,ZZSRRRSE,11/29/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,609,150000
2537,ZZRHSHSL,11/29/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,30000
2538,ZZHJBZCS,11/29/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,500000
2539,ZZSRSHWC,11/29/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,90,10000
2540,ZZHEBCHZ,11/29/2018,BLACK,F,OTHERS,2018,0,201635
2541,ZZHSRRJZ,08/27/2018,HISPANIC,M,OTHERS,2018,457,103500
2542,ZZHHEZSR,11/30/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,75000
2543,ZZSRBWEB,11/30/2018,BLACK,M,OTHERS,2018,731,60000
2544,ZZRRRWHS,11/30/2018,HISPANIC,M,OTHERS,2018,0,40000
2545,ZZHHHCRL,11/30/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,500000
2546,ZZHEWCZS,11/30/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1461,305000
2547,ZZHWRERL,11/30/2018,HISPANIC,M,OTHERS,2018,548,75000
2548,ZZSRRRBJ,11/30/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,5100
2549,ZZRWHJLR,11/30/2018,HISPANIC,M,OTHERS,2018,60,1000
2550,ZZRWSZSH,11/30/2018,BLACK,M,OTHERS,2018,0,5050
2551,ZZHJECHZ,11/30/2018,WHITE,M,OTHERS,2018,731,200000
2552,ZZRJLLBS,11/30/2018,WHITE,M,OTHERS,2018,0,75000
2553,ZZSEWJBC,11/30/2018,WHITE,F,OTHERS,2018,122,10050
2554,ZZHHWWEE,11/30/2018,WHITE,M,OTHERS,2018,0,112000
2555,ZZHZZJWR,11/30/2018,WHITE,M,OTHERS,2018,120,185000
2556,ZZSRBWRE,11/30/2018,WHITE,M,"ASSAULT, FIRST DEGREE                 BF",2018,1187,200000
2557,ZZSECSLZ,11/30/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,200050
2558,ZZHWRWHR,12/03/2018,BLACK,M,OTHERS,2018,1826,250000
2559,ZZSECSBZ,12/03/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018,274,50000
2560,ZZHBZSHH,12/03/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018,0,230000
2561,ZZSZJHEZ,12/03/2018,BLACK,M,OTHERS,2018,1278,230000
2562,ZZHBCZJZ,12/03/2018,HISPANIC,M,OTHERS,2018,183,25000
2563,ZZSRZCSL,12/03/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,913,80000
2564,ZZRBJLCS,12/03/2018,BLACK,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,7500
2565,ZZEBZCRW,12/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,152,21100
2566,ZZSEZBZZ,12/03/2018,WHITE,M,OTHERS,2018,0,175000
2567,ZZSELERJ,12/03/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,913,30500
2568,ZZRSLHZB,12/03/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,548,50150
2569,ZZSRHZBZ,12/04/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,100000
2570,ZZSRCWZW,12/04/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,100000
2571,ZZSRLBJS,07/27/2018,HISPANIC,F,OTHERS,2018,0,20200
2572,ZZRBEWWJ,12/04/2018,HISPANIC,M,OTHERS,2018,0,160300
2573,ZZSRHLSW,12/04/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,0,100100
2574,ZZSZCLWE,12/04/2018,HISPANIC,F,OTHERS,2018,2192,160500
2575,ZZHLCRHB,12/04/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1096,41000
2576,ZZSRHSJH,12/04/2018,BLACK,M,OTHERS,2018,1096,285500
2577,ZZSZWHCB,12/05/2018,HISPANIC,M,OTHERS,2018,761,350000
2578,ZZRWBLWZ,12/05/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,120,3000
2579,ZZSZBHBJ,12/05/2018,ASIAN,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,185000
2580,ZZRSRBWC,12/05/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,183,27000
2581,ZZRCRWRS,12/05/2018,BLACK,F,"ASSAULT, THIRD DEGREE                 AM",2018,365,30000
2582,ZZEECRHH,12/05/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,183,72000
2583,ZZRSJWEH,12/05/2018,HISPANIC,M,OTHERS,2018,0,51500
2584,ZZRJRZZH,12/05/2018,HISPANIC,F,OTHERS,2018,0,5100
2585,ZZSRBWBZ,12/05/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,0,100000
2586,ZZHBJWZW,12/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,20000
2587,ZZHCBZCB,12/05/2018,BLACK,M,OTHERS,2018,457,80000
2588,ZZREBLEC,12/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,10500
2589,ZZEJJWBZ,12/06/2018,WHITE,M,OTHERS,2018,0,50600
2590,ZZZSWCJS,12/06/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,45,7500
2591,ZZHJJHJJ,12/06/2018,BLACK,M,OTHERS,2018,457,7500
2592,ZZSRBWBB,12/06/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,183,15000
2593,ZZRSHWHR,12/07/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,731,40000
2594,ZZSZSERE,12/07/2018,BLACK,F,OTHERS,2018,1826,326000
2595,ZZRRJRCB,12/07/2018,BLACK,M,OTHERS,2018,1096,50000
2596,ZZSELZBW,12/06/2018,HISPANIC,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,1278,150000
2597,ZZHEZHZJ,12/07/2018,WHITE,F,"ASSAULT, THIRD DEGREE                 AM",2018,91,25000
2598,ZZHREEJH,12/07/2018,HISPANIC,M,OTHERS,2018,0,255500
2599,ZZSEZZJS,12/07/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018,1461,110000
2600,ZZSRBLRE,12/07/2018,BLACK,F,"ASSAULT, FIRST DEGREE                 BF",2018,0,100000
2601,ZZSRBLRJ,12/10/2018,ASIAN,M,OTHERS,2018,0,45050
2602,ZZSEBHZC,12/10/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,731,100650
2603,ZZHEHBLB,12/10/2018,HISPANIC,M,OTHERS,2018,851,40000
2604,ZZHZRSLW,12/10/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,487,400000
2605,ZZRRBZBR,12/10/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,1096,579500
2606,ZZSZBSCC,12/10/2018,WHITE,F,OTHERS,2018,0,3250
2607,ZZSZCCWE,12/10/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,731,150300
2608,ZZSZESEL,12/10/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,30,2500
2609,ZZRZRCLL,12/10/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,60,5000
2610,ZZRBCJZJ,12/10/2018,BLACK,F,"ASSAULT, FIRST DEGREE                 BF",2018,913,75000
2611,ZZRCRZCB,12/10/2018,HISPANIC,M,OTHERS,2018,822,200800
2612,ZZHWLLEE,12/10/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,30000
2613,ZZHJEHZE,12/10/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,50000
2614,ZZSEBLCH,12/10/2018,WHITE,F,OTHERS,2018,120,25000
2615,ZZHZLHHH,12/10/2018,BLACK,M,OTHERS,2018,274,55500
2616,ZZRCESWZ,12/10/2018,WHITE,M,OTHERS,2018,0,500000
2617,ZZHHHJJJ,12/10/2018,WHITE,M,OTHERS,2018,365,15000
2618,ZZRCHLSJ,12/10/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,335,20000
2619,ZZHJCLCS,12/11/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,152,5000
2620,ZZERCZSZ,12/11/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018,90,100000
2621,ZZSZHHZR,12/11/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018,548,15000
2622,ZZSERCCB,12/11/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,304,50000
2623,ZZRZLHCJ,12/11/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,761,20000
2624,ZZSRBLWH,12/11/2018,WHITE,M,OTHERS,2018,1826,75000
2625,ZZSZWBEW,12/11/2018,WHITE,F,"BURGLARY, THIRD DEGREE                DF",2018,183,27000
2626,ZZHBBRSJ,12/11/2018,BLACK,F,OTHERS,2018,548,62000
2627,ZZRWRCLJ,11/28/2018,WHITE,M,OTHERS,2018,1461,500500
2628,ZZHJWLSC,12/11/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,274,35000
2629,ZZSZCZLC,12/11/2018,HISPANIC,M,OTHERS,2018,0,1200000
2630,ZZSRBLLZ,12/11/2018,AMER IND,M,OTHERS,2018,0,200000
2631,ZZHCEWBR,12/12/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,365,61500
2632,ZZRCCEJZ,12/12/2018,BLACK,M,OTHERS,2018,0,125000
2633,ZZRSJEWC,12/07/2018,HISPANIC,M,OTHERS,2018,1096,105000
2634,ZZSRWZLS,12/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,10000
2635,ZZSRHBLJ,12/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,210500
2636,ZZHJRCJC,12/12/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,110500
2637,ZZHBJWHE,12/12/2018,HISPANIC,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,101000
2638,ZZEJWWJL,12/12/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,300000
2639,ZZRCJJBR,12/12/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,152,250000
2640,ZZSESLRR,12/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,152,8500
2641,ZZRCZHCB,12/12/2018,BLACK,F,OTHERS,2018,0,30000
2642,ZZRCCHJZ,12/13/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,913,450000
2643,ZZRERBJB,12/13/2018,WHITE,M,OTHERS,2018,183,5500
2644,ZZRCJLBR,12/13/2018,WHITE,F,OTHERS,2018,0,3000
2645,ZZHJRBJS,12/13/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,100400
2646,ZZEHRERE,12/13/2018,BLACK,M,OTHERS,2018,90,10000
2647,ZZHHEJBJ,12/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,100000
2648,ZZRLLEJZ,12/13/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,913,111500
2649,ZZRJLWBR,12/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,91,15500
2650,ZZEBSRRR,12/13/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018,0,350000
2651,ZZRJBBJW,12/13/2018,WHITE,M,OTHERS,2018,0,305000
2652,ZZHWRECB,12/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,150200
2653,ZZHJJBHZ,12/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,609,100000
2654,ZZSRBLBL,12/13/2018,BLACK,M,OTHERS,2018,5479,750000
2655,ZZSRBLBZ,12/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,121,40000
2656,ZZHEZCHL,12/14/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,2922,1000200
2657,ZZHECECC,12/14/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1065,100000
2658,ZZESERRC,12/14/2018,WHITE,M,OTHERS,2018,90,10000
2659,ZZRLLWLR,12/14/2018,WHITE,M,OTHERS,2018,1187,656150
2660,ZZSRZBHS,12/14/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,97500
2661,ZZRSSWLH,12/14/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,300000
2662,ZZSRBCZW,12/14/2018,WHITE,F,OTHERS,2018,0,25500
2663,ZZELRSHZ,12/14/2018,BLACK,M,OTHERS,2018,1826,325000
2664,ZZELWRLW,12/17/2018,BLACK,M,OTHERS,2018,365,25000
2665,ZZHJJLZW,12/17/2018,HISPANIC,M,OTHERS,2018,0,206000
2666,ZZHBCWSJ,12/17/2018,HISPANIC,M,OTHERS,2018,0,75000
2667,ZZRWWHHS,12/17/2018,BLACK,M,OTHERS,2018,120,4000
2668,ZZHCWEBH,12/17/2018,WHITE,F,OTHERS,2018,0,50500
2669,ZZREJSHJ,12/17/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,0,102500
2670,ZZRWSESC,12/17/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018,60,5000
2671,ZZHESSES,12/17/2018,BLACK,M,OTHERS,2018,274,106000
2672,ZZHJLZSL,12/17/2018,BLACK,M,OTHERS,2018,365,80000
2673,ZZSRBCZB,12/17/2018,WHITE,M,OTHERS,2018,0,36000
2674,ZZSRRBLZ,12/17/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,0,41500
2675,ZZSEJERJ,12/17/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,913,70000
2676,ZZRWHEHS,12/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,75,10500
2677,ZZHEEBJE,12/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,45000
2678,ZZSEWEZL,12/07/2018,BLACK,M,OTHERS,2018,1461,50050
2679,ZZHZEZLJ,12/17/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,50000
2680,ZZRBRRHR,12/17/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,426,98000
2681,ZZHRZZWS,12/17/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,365,75000
2682,ZZEEJJWB,12/17/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,1096,40100
2683,ZZRLZJLW,12/17/2018,BLACK,M,OTHERS,2018,90,5000
2684,ZZHCSBHZ,12/17/2018,WHITE,M,OTHERS,2018,0,46100
2685,ZZEHWLHH,12/18/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,170,125000
2686,ZZSZWLWL,11/14/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,60000
2687,ZZHRZEWW,12/18/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,25000
2688,ZZRHZHZW,11/20/2018,WHITE,F,OTHERS,2018,30,5000
2689,ZZSEHRZE,12/18/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1278,175000
2690,ZZSZCSZH,12/18/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,20050
2691,ZZHSCWRR,12/18/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018,183,10000
2692,ZZRZSRSE,12/18/2018,BLACK,M,OTHERS,2018,152,95000
2693,ZZZCJWHC,12/18/2018,BLACK,M,OTHERS,2018,30,1500
2694,ZZRJBHSW,12/19/2018,WHITE,M,OTHERS,2018,0,313000
2695,ZZRBCRRR,12/19/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,45,3000
2696,ZZHHWLZC,12/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,50000
2697,ZZSRBCWS,12/19/2018,BLACK,M,OTHERS,2018,548,250000
2698,ZZHRWJCL,12/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,122,22000
2699,ZZRHWBCR,12/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,150100
2700,ZZHRWJJW,11/08/2018,BLACK,F,OTHERS,2018,0,26100
2701,ZZSRSLJB,12/19/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,731,1250000
2702,ZZRJWJHB,12/20/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,122,20000
2703,ZZSRCWSS,12/20/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,274,75500
2704,ZZSRHCRJ,12/20/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,120,50000
2705,ZZSRBCLC,12/20/2018,HISPANIC,M,OTHERS,2018,7305,2000000
2706,ZZSERCLR,12/20/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,670,350000
2707,ZZHWZWCJ,12/20/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,1461,450650
2708,ZZHESBLH,12/20/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,1461,60500
2709,ZZHJSLCS,12/20/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,150000
2710,ZZHCZEEC,12/20/2018,HISPANIC,M,OTHERS,2018,0,425000
2711,ZZREWZRC,12/20/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,2000000
2712,ZZECRWLR,12/20/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,60,10000
2713,ZZSRBCCJ,12/20/2018,BLACK,F,OTHERS,2018,0,200000
2714,ZZRZCHEE,12/21/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,34000
2715,ZZSRLJHC,12/21/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,913,250000
2716,ZZSZWRCS,12/21/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1096,50000
2717,ZZRZHSCZ,12/21/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,120,8000
2718,ZZHRHREC,12/21/2018,WHITE,F,"BURGLARY, THIRD DEGREE                DF",2018,0,150050
2719,ZZHZZLWL,12/21/2018,WHITE,M,OTHERS,2018,365,25500
2720,ZZZCLSSE,12/21/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,548,150000
2721,ZZHWZRER,12/21/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,761,200000
2722,ZZRBERCB,12/21/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,731,300000
2723,ZZHCRSSW,12/21/2018,WHITE,M,OTHERS,2018,365,75500
2724,ZZSZJJEH,12/21/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1461,375000
2725,ZZHLRZBZ,12/21/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,0,350000
2726,ZZRELEBC,12/21/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,175000
2727,ZZSRBCBS,12/21/2018,HISPANIC,M,OTHERS,2018,1096,100000
